,Country,Year,Value,Resource,Metric,Price,Price_Production
548,                 Non-OECD,1972,38973.848749624594,Oil,Production,,
549,                 OPEC,1972,25715.094016393447,Oil,Production,,
550,                 Non-OPEC ,1972,27838.77116492515,Oil,Production,,
551,                 European Union #,1972,660.5240928961748,Oil,Production,,
552,Canada,1973,2113.9999999999995,Oil,Production,,
553,Mexico,1973,525,Oil,Production,,
554,US,1973,10945.953,Oil,Production,,
555,Total North America,1973,13584.953,Oil,Production,,
556,Argentina,1973,433.6356164383562,Oil,Production,,
557,Brazil,1973,173.98620402430774,Oil,Production,,
558,Colombia,1973,192,Oil,Production,,
559,Ecuador,1973,209.00000000000003,Oil,Production,,
560,Guyana,1973,0,Oil,Production,,
561,Peru,1973,72.59178082191781,Oil,Production,,
562,Trinidad & Tobago,1973,166,Oil,Production,,
563,Venezuela,1973,3455,Oil,Production,,
564,Other S. & Cent. America,1973,89.73890410958904,Oil,Production,,
565,Total S. & Cent. America,1973,4791.952505394171,Oil,Production,,
566,Denmark,1973,3,Oil,Production,,
567,Italy,1973,23.356471232876714,Oil,Production,,
568,Norway,1973,32.00000000000001,Oil,Production,,
569,Romania,1973,303.9325205479452,Oil,Production,,
570,United Kingdom,1973,8.825424657534246,Oil,Production,,
571,Other Europe,1973,509.0549589041095,Oil,Production,,
572,Total Europe,1973,880.1693753424656,Oil,Production,,
573,Azerbaijan,1973,0,Oil,Production,,
574,Kazakhstan,1973,0,Oil,Production,,
575,Russian Federation,1973,0,Oil,Production,,
576,Turkmenistan,1973,0,Oil,Production,,
577,Uzbekistan,1973,0,Oil,Production,,
578,Other CIS,1973,0,Oil,Production,,
579,Total CIS,1973,8664.421918,Oil,Production,,
580,Iran,1973,5907.375890410958,Oil,Production,,
581,Iraq,1973,2018,Oil,Production,,
582,Kuwait,1973,3080,Oil,Production,,
583,Oman,1973,293,Oil,Production,,
584,Qatar,1973,569.9999999999999,Oil,Production,,
585,Saudi Arabia,1973,7693.2,Oil,Production,,
586,Syria,1973,111,Oil,Production,,
587,United Arab Emirates,1973,1532.6,Oil,Production,,
588,Yemen,1973,0,Oil,Production,,
589,Other Middle East,1973,68.74634246575343,Oil,Production,,
590,Total Middle East,1973,21273.92223287671,Oil,Production,,
591,Algeria,1973,1128.74,Oil,Production,,
592,Angola,1973,165.9636986,Oil,Production,,
593,Chad,1973,0,Oil,Production,,
594,Republic of Congo ,1973,40.55967123287672,Oil,Production,,
595,Egypt,1973,164.93397260273974,Oil,Production,,
596,Equatorial Guinea,1973,0,Oil,Production,,
597,Gabon,1973,152.14813698630138,Oil,Production,,
598,Libya,1973,2211,Oil,Production,,
599,Nigeria,1973,2054.3000000000006,Oil,Production,,
600,South Sudan,1973,0,Oil,Production,,
601,Sudan,1973,0,Oil,Production,,
602,Tunisia,1973,81.70361643835618,Oil,Production,,
603,Other Africa,1973,0.8722191780821918,Oil,Production,,
604,Total Africa,1973,6000.221315068494,Oil,Production,,
605,Australia,1973,424,Oil,Production,,
606,Brunei,1973,231,Oil,Production,,
607,China,1973,1076.6063013698629,Oil,Production,,
608,India,1973,148.49572602739727,Oil,Production,,
609,Indonesia,1973,1338,Oil,Production,,
610,Malaysia,1973,91,Oil,Production,,
611,Thailand,1973,0,Oil,Production,,
612,Vietnam,1973,0,Oil,Production,,
613,Other Asia Pacific,1973,47.05602739726027,Oil,Production,,
614,Total Asia Pacific,1973,3356.1580547945205,Oil,Production,,
615,Total World,1973,58551.79840128458,Oil,Production,,
616,of which: OECD,1973,14722.19094,Oil,Production,,
617,                 Non-OECD,1973,43829.60746429828,Oil,Production,,
618,                 OPEC,1973,29272.92369863014,Oil,Production,,
619,                 Non-OPEC ,1973,29278.874702654448,Oil,Production,,
620,                 European Union #,1973,665.0298959,Oil,Production,,
621,Canada,1974,1993,Oil,Production,,
622,Mexico,1974,653,Oil,Production,,
623,US,1974,10461.205,Oil,Production,,
624,Total North America,1974,13107.205,Oil,Production,,
625,Argentina,1974,423.38739726027393,Oil,Production,,
626,Brazil,1974,181.7622396311067,Oil,Production,,
627,Colombia,1974,174.99999999999997,Oil,Production,,
628,Ecuador,1974,177.00000000000003,Oil,Production,,
629,Guyana,1974,0,Oil,Production,,
630,Peru,1974,79.09863014,Oil,Production,,
631,Trinidad & Tobago,1974,187.00000000000003,Oil,Production,,
632,Venezuela,1974,3060,Oil,Production,,
633,Other S. & Cent. America,1974,85.59616438356166,Oil,Production,,
634,Total S. & Cent. America,1974,4368.844431411929,Oil,Production,,
635,Denmark,1974,2,Oil,Production,,
636,Italy,1974,23.37451506849315,Oil,Production,,
637,Norway,1974,35,Oil,Production,,
638,Romania,1974,308.0270136986301,Oil,Production,,
639,United Kingdom,1974,9.762410958904107,Oil,Production,,
640,Other Europe,1974,509.8181643835617,Oil,Production,,
641,Total Europe,1974,887.9821041095888,Oil,Production,,
642,Azerbaijan,1974,0,Oil,Production,,
643,Kazakhstan,1974,0,Oil,Production,,
644,Russian Federation,1974,0,Oil,Production,,
645,Turkmenistan,1974,0,Oil,Production,,
646,Uzbekistan,1974,0,Oil,Production,,
647,Other CIS,1974,0,Oil,Production,,
648,Total CIS,1974,9270.405479452054,Oil,Production,,
649,Iran,1974,6060.301369863013,Oil,Production,,
650,Iraq,1974,1977.0383561643837,Oil,Production,,
651,Kuwait,1974,2603.0000000000005,Oil,Production,,
652,Oman,1974,290.00000000000006,Oil,Production,,
653,Qatar,1974,518.0000000000001,Oil,Production,,
654,Saudi Arabia,1974,8617.7,Oil,Production,,
655,Syria,1974,129,Oil,Production,,
656,United Arab Emirates,1974,1678.6,Oil,Production,,
657,Yemen,1974,0,Oil,Production,,
658,Other Middle East,1974,67.76201369863016,Oil,Production,,
659,Total Middle East,1974,21941.401739726025,Oil,Production,,
660,Algeria,1974,1045.9830136986295,Oil,Production,,
661,Angola,1974,173.394,Oil,Production,,
662,Chad,1974,0,Oil,Production,,
663,Republic of Congo ,1974,47.62027397260273,Oil,Production,,
664,Egypt,1974,144.97616438356167,Oil,Production,,
665,Equatorial Guinea,1974,0,Oil,Production,,
666,Gabon,1974,204.3195068493151,Oil,Production,,
667,Libya,1974,1558,Oil,Production,,
668,Nigeria,1974,2255,Oil,Production,,
669,South Sudan,1974,0,Oil,Production,,
670,Sudan,1974,0,Oil,Production,,
671,Tunisia,1974,87.20249315068494,Oil,Production,,
672,Other Africa,1974,0.5191780821917809,Oil,Production,,
673,Total Africa,1974,5517.014630136986,Oil,Production,,
674,Australia,1974,420,Oil,Production,,
675,Brunei,1974,198.00000000000003,Oil,Production,,
676,China,1974,1302.330136986301,Oil,Production,,
677,India,1974,154.51972602739727,Oil,Production,,
678,Indonesia,1974,1374.9999999999998,Oil,Production,,
679,Malaysia,1974,81,Oil,Production,,
680,Thailand,1974,0,Oil,Production,,
681,Vietnam,1974,0,Oil,Production,,
682,Other Asia Pacific,1974,47.37996017151369,Oil,Production,,
683,Total Asia Pacific,1974,3578.229823185212,Oil,Production,,
684,Total World,1974,58671.08320802179,Oil,Production,,
685,of which: OECD,1974,14230.227954692064,Oil,Production,,
686,                 Non-OECD,1974,44440.855253329726,Oil,Production,,
687,                 OPEC,1974,29107.562520547945,Oil,Production,,
688,                 Non-OPEC ,1974,29563.52068747385,Oil,Production,,
689,                 European Union #,1974,676.5693369863014,Oil,Production,,
690,Canada,1975,1734.9999999999998,Oil,Production,,
691,Mexico,1975,805.9999999999999,Oil,Production,,
692,US,1975,10007.737,Oil,Production,,
693,Total North America,1975,12548.737,Oil,Production,,
694,Argentina,1975,406.0909589041096,Oil,Production,,
695,Brazil,1975,177.4148263029009,Oil,Production,,
696,Colombia,1975,164.00000000000003,Oil,Production,,
697,Ecuador,1975,161,Oil,Production,,
698,Guyana,1975,0,Oil,Production,,
699,Peru,1975,73.03561643835616,Oil,Production,,
700,Trinidad & Tobago,1975,216,Oil,Production,,
701,Venezuela,1975,2422,Oil,Production,,
702,Other S. & Cent. America,1975,77.88000000000001,Oil,Production,,
703,Total S. & Cent. America,1975,3697.421401645367,Oil,Production,,
704,Denmark,1975,3,Oil,Production,,
705,Italy,1975,26.88218904109589,Oil,Production,,
706,Norway,1975,189,Oil,Production,,
707,Romania,1975,311.3065753424657,Oil,Production,,
708,United Kingdom,1975,33.85939726027397,Oil,Production,,
709,Other Europe,1975,507.51210958904113,Oil,Production,,
710,Total Europe,1975,1071.5602712328766,Oil,Production,,
711,Azerbaijan,1975,0,Oil,Production,,
712,Kazakhstan,1975,0,Oil,Production,,
713,Russian Federation,1975,0,Oil,Production,,
714,Turkmenistan,1975,0,Oil,Production,,
715,Uzbekistan,1975,0,Oil,Production,,
716,Other CIS,1975,0,Oil,Production,,
717,Total CIS,1975,9915.984383561645,Oil,Production,,
718,Iran,1975,5386.619178082192,Oil,Production,,
719,Iraq,1975,2270.558904109589,Oil,Production,,
720,Kuwait,1975,2132,Oil,Production,,
721,Oman,1975,341,Oil,Production,,
722,Qatar,1975,437,Oil,Production,,
723,Saudi Arabia,1975,7216.4,Oil,Production,,
724,Syria,1975,192.00000000000003,Oil,Production,,
725,United Arab Emirates,1975,1663.8,Oil,Production,,
726,Yemen,1975,0,Oil,Production,,
727,Other Middle East,1975,61.68365753424658,Oil,Production,,
728,Total Middle East,1975,19701.06173972603,Oil,Production,,
729,Algeria,1975,1025.4975342465757,Oil,Production,,
730,Angola,1975,158.16797260273972,Oil,Production,,
731,Chad,1975,0,Oil,Production,,
732,Republic of Congo ,1975,34.70169863013699,Oil,Production,,
733,Egypt,1975,228.25041095890413,Oil,Production,,
734,Equatorial Guinea,1975,0,Oil,Production,,
735,Gabon,1975,226.61,Oil,Production,,
736,Libya,1975,1514,Oil,Production,,
737,Nigeria,1975,1783.1999999999996,Oil,Production,,
738,South Sudan,1975,0,Oil,Production,,
739,Sudan,1975,0,Oil,Production,,
740,Tunisia,1975,97.10468493150684,Oil,Production,,
741,Other Africa,1975,0.4153424657534247,Oil,Production,,
742,Total Africa,1975,5067.947643835616,Oil,Production,,
743,Australia,1975,451,Oil,Production,,
744,Brunei,1975,187,Oil,Production,,
745,China,1975,1547.5336986301372,Oil,Production,,
746,India,1975,170.87942465753423,Oil,Production,,
747,Indonesia,1975,1306.0000000000002,Oil,Production,,
748,Malaysia,1975,98,Oil,Production,,
749,Thailand,1975,0,Oil,Production,,
750,Vietnam,1975,0,Oil,Production,,
751,Other Asia Pacific,1975,47.63655872,Oil,Production,,
752,Total Asia Pacific,1975,3808.049682007242,Oil,Production,,
753,Total World,1975,55810.762122008775,Oil,Production,,
754,of which: OECD,1975,13862.449460089432,Oil,Production,,
755,                 Non-OECD,1975,41948.31266191935,Oil,Production,,
756,                 OPEC,1975,25675.38731506849,Oil,Production,,
757,                 Non-OPEC ,1975,30135.37480694027,Oil,Production,,
758,                 European Union #,1975,679.9313397260274,Oil,Production,,
759,Canada,1976,1598,Oil,Production,,
760,Mexico,1976,894.0000000000001,Oil,Production,,
761,US,1976,9735.639,Oil,Production,,
762,Total North America,1976,12227.639,Oil,Production,,
763,Argentina,1976,408.0218579234973,Oil,Production,,
764,Brazil,1976,172.3305367349838,Oil,Production,,
765,Colombia,1976,153.00000000000003,Oil,Production,,
766,Ecuador,1976,188,Oil,Production,,
767,Guyana,1976,0,Oil,Production,,
768,Peru,1976,77.40710382513662,Oil,Production,,
769,Trinidad & Tobago,1976,212,Oil,Production,,
770,Venezuela,1976,2370.9999999999995,Oil,Production,,
771,Other S. & Cent. America,1976,77.64612021857924,Oil,Production,,
772,Total S. & Cent. America,1976,3659.405618702197,Oil,Production,,
773,Denmark,1976,4.000000000000001,Oil,Production,,
774,Italy,1976,28.21704372,Oil,Production,,
775,Norway,1976,279,Oil,Production,,
776,Romania,1976,312.71311475409834,Oil,Production,,
777,United Kingdom,1976,254.43224043715844,Oil,Production,,
778,Other Europe,1976,494.07292349726777,Oil,Production,,
779,Total Europe,1976,1372.4353224043718,Oil,Production,,
780,Azerbaijan,1976,0,Oil,Production,,
781,Kazakhstan,1976,0,Oil,Production,,
782,Russian Federation,1976,0,Oil,Production,,
783,Turkmenistan,1976,0,Oil,Production,,
784,Uzbekistan,1976,0,Oil,Production,,
785,Other CIS,1976,0,Oil,Production,,
786,Total CIS,1976,10465.595901639346,Oil,Production,,
787,Iran,1976,5918.191256830602,Oil,Production,,
788,Iraq,1976,2422.267759562841,Oil,Production,,
789,Kuwait,1976,2198.9999999999995,Oil,Production,,
790,Oman,1976,367,Oil,Production,,
791,Qatar,1976,487,Oil,Production,,
792,Saudi Arabia,1976,8762.174,Oil,Production,,
793,Syria,1976,201,Oil,Production,,
794,United Arab Emirates,1976,1936.4020000000005,Oil,Production,,
795,Yemen,1976,0,Oil,Production,,
796,Other Middle East,1976,58.72281420765027,Oil,Production,,
797,Total Middle East,1976,22351.75783060109,Oil,Production,,
798,Algeria,1976,1144.4056612021857,Oil,Production,,
799,Angola,1976,153.14,Oil,Production,,
800,Chad,1976,0,Oil,Production,,
801,Republic of Congo ,1976,40.62295081967213,Oil,Production,,
802,Egypt,1976,322.2158469945356,Oil,Production,,
803,Equatorial Guinea,1976,0,Oil,Production,,
804,Gabon,1976,226.1706010928962,Oil,Production,,
805,Libya,1976,1972,Oil,Production,,
806,Nigeria,1976,2066.786,Oil,Production,,
807,South Sudan,1976,0,Oil,Production,,
808,Sudan,1976,0,Oil,Production,,
809,Tunisia,1976,77.95054644808744,Oil,Production,,
810,Other Africa,1976,25.18639344262295,Oil,Production,,
811,Total Africa,1976,6028.478,Oil,Production,,
812,Australia,1976,461,Oil,Production,,
813,Brunei,1976,217,Oil,Production,,
814,China,1976,1745.5814207650271,Oil,Production,,
815,India,1976,178.1482786885246,Oil,Production,,
816,Indonesia,1976,1504,Oil,Production,,
817,Malaysia,1976,167,Oil,Production,,
818,Thailand,1976,0,Oil,Production,,
819,Vietnam,1976,0,Oil,Production,,
820,Other Asia Pacific,1976,62.146371529123485,Oil,Production,,
821,Total Asia Pacific,1976,4334.876070982676,Oil,Production,,
822,Total World,1976,60440.18774432968,Oil,Production,,
823,of which: OECD,1976,13839.013562785953,Oil,Production,,
824,                 Non-OECD,1976,46601.17418154373,Oil,Production,,
825,                 OPEC,1976,29059.02023,Oil,Production,,
826,                 Non-OPEC ,1976,31381.16751482148,Oil,Production,,
827,                 European Union #,1976,674.5698852459016,Oil,Production,,
828,Canada,1977,1607.9999999999998,Oil,Production,,
829,Mexico,1977,1085,Oil,Production,,
830,US,1977,9862.562,Oil,Production,,
831,Total North America,1977,12555.562,Oil,Production,,
832,Argentina,1977,441.7150684931507,Oil,Production,,
833,Brazil,1977,166.71999887804708,Oil,Production,,
834,Colombia,1977,144,Oil,Production,,
835,Ecuador,1977,184,Oil,Production,,
836,Guyana,1977,0,Oil,Production,,
837,Peru,1977,92.15342465753425,Oil,Production,,
838,Trinidad & Tobago,1977,229.00000000000003,Oil,Production,,
839,Venezuela,1977,2314,Oil,Production,,
840,Other S. & Cent. America,1977,68.01361643835615,Oil,Production,,
841,Total S. & Cent. America,1977,3639.602108467088,Oil,Production,,
842,Denmark,1977,10.000000000000002,Oil,Production,,
843,Italy,1977,27.102539726027395,Oil,Production,,
844,Norway,1977,287,Oil,Production,,
845,Romania,1977,312.5410959,Oil,Production,,
846,United Kingdom,1977,798.6334246575343,Oil,Production,,
847,Other Europe,1977,481.4483561643835,Oil,Production,,
848,Total Europe,1977,1916.725416438356,Oil,Production,,
849,Azerbaijan,1977,0,Oil,Production,,
850,Kazakhstan,1977,0,Oil,Production,,
851,Russian Federation,1977,0,Oil,Production,,
852,Turkmenistan,1977,0,Oil,Production,,
853,Uzbekistan,1977,0,Oil,Production,,
854,Other CIS,1977,0,Oil,Production,,
855,Total CIS,1977,11009.914246575345,Oil,Production,,
856,Iran,1977,5713.958904,Oil,Production,,
857,Iraq,1977,2358.120547945205,Oil,Production,,
858,Kuwait,1977,2024,Oil,Production,,
859,Oman,1977,340,Oil,Production,,
860,Qatar,1977,435.00000000000006,Oil,Production,,
861,Saudi Arabia,1977,9418.905,Oil,Production,,
862,Syria,1977,183,Oil,Production,,
863,United Arab Emirates,1977,1998.71,Oil,Production,,
864,Yemen,1977,0,Oil,Production,,
865,Other Middle East,1977,58.51910958904109,Oil,Production,,
866,Total Middle East,1977,22530.213561643835,Oil,Production,,
867,Algeria,1977,1224.7908493150685,Oil,Production,,
868,Angola,1977,143.36827397260276,Oil,Production,,
869,Chad,1977,0,Oil,Production,,
870,Republic of Congo ,1977,31.792109589041097,Oil,Production,,
871,Egypt,1977,406.5479452054796,Oil,Production,,
872,Equatorial Guinea,1977,0,Oil,Production,,
873,Gabon,1977,225.6486849315069,Oil,Production,,
874,Libya,1977,2108,Oil,Production,,
875,Nigeria,1977,2085.099,Oil,Production,,
876,South Sudan,1977,0,Oil,Production,,
877,Sudan,1977,0,Oil,Production,,
878,Tunisia,1977,90.67879452054795,Oil,Production,,
879,Other Africa,1977,24.20750684931507,Oil,Production,,
880,Total Africa,1977,6340.133164383562,Oil,Production,,
881,Australia,1977,490,Oil,Production,,
882,Brunei,1977,227,Oil,Production,,
883,China,1977,1880.4964383561648,Oil,Production,,
884,India,1977,210.11794520547943,Oil,Production,,
885,Indonesia,1977,1685,Oil,Production,,
886,Malaysia,1977,183,Oil,Production,,
887,Thailand,1977,0,Oil,Production,,
888,Vietnam,1977,0,Oil,Production,,
889,Other Asia Pacific,1977,72.56198103857925,Oil,Production,,
890,Total Asia Pacific,1977,4748.176364600223,Oil,Production,,
891,Total World,1977,62740.326862108406,Oil,Production,,
892,of which: OECD,1977,14730.835685148166,Oil,Production,,
893,                 Non-OECD,1977,48009.49117696025,Oil,Production,,
894,                 OPEC,1977,29503.02509589041,Oil,Production,,
895,                 Non-OPEC ,1977,33237.30176621799,Oil,Production,,
896,                 European Union #,1977,663.8226767123289,Oil,Production,,
897,Canada,1978,1597,Oil,Production,,
898,Mexico,1978,1327.0000000000002,Oil,Production,,
899,US,1978,10274.441,Oil,Production,,
900,Total North America,1978,13198.441,Oil,Production,,
901,Argentina,1978,466.2049315068493,Oil,Production,,
902,Brazil,1978,165.82524730326705,Oil,Production,,
903,Colombia,1978,137,Oil,Production,,
904,Ecuador,1978,204,Oil,Production,,
905,Guyana,1978,0,Oil,Production,,
906,Peru,1978,151.8794520547945,Oil,Production,,
907,Trinidad & Tobago,1978,230,Oil,Production,,
908,Venezuela,1978,2227,Oil,Production,,
909,Other S. & Cent. America,1978,65.87232876712329,Oil,Production,,
910,Total S. & Cent. America,1978,3647.781959632034,Oil,Production,,
911,Denmark,1978,8,Oil,Production,,
912,Italy,1978,31.397035616438355,Oil,Production,,
913,Norway,1978,356,Oil,Production,,
914,Romania,1978,293.48832876712333,Oil,Production,,
915,United Kingdom,1978,1127.2792328767125,Oil,Production,,
916,Other Europe,1978,489.8320547945207,Oil,Production,,
917,Total Europe,1978,2305.9966520547946,Oil,Production,,
918,Azerbaijan,1978,0,Oil,Production,,
919,Kazakhstan,1978,0,Oil,Production,,
920,Russian Federation,1978,0,Oil,Production,,
921,Turkmenistan,1978,0,Oil,Production,,
